,<built-in function id>,imageLink,origFormat,title
8586,https://www.loc.gov/item/sanborn03167_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g031671897:03167_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Franklin, Simpson County, Kentucky."
8587,https://www.loc.gov/item/sanborn03167_004/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03167004:sb000010/full/pct:6.25/0/default.jpg#h=643&w=542,map,"Sanborn Fire Insurance Map from Franklin, Simpson County, Kentucky."
8588,https://www.loc.gov/item/sanborn03167_005/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03167005:sb000010/full/pct:6.25/0/default.jpg#h=649&w=543,map,"Sanborn Fire Insurance Map from Franklin, Simpson County, Kentucky."
8589,https://www.loc.gov/item/sanborn03167_006/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03167006:sb000010/full/pct:6.25/0/default.jpg#h=642&w=539,map,"Sanborn Fire Insurance Map from Franklin, Simpson County, Kentucky."
8590,https://www.loc.gov/item/sanborn03168_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g031681886:03168_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8591,https://www.loc.gov/item/sanborn03168_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g031681889:03168_1889-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8592,https://www.loc.gov/item/sanborn03168_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g031681894:03168_1894-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8593,https://www.loc.gov/item/sanborn03168_004/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g031681899:03168_1899-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8594,https://www.loc.gov/item/sanborn03168_005/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03168005:sb000010/full/pct:6.25/0/default.jpg#h=645&w=541,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8595,https://www.loc.gov/item/sanborn03168_006/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03168006:sb000010/full/pct:6.25/0/default.jpg#h=644&w=543,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8596,https://www.loc.gov/item/sanborn03168_007/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954fm:g03168007:sb000010/full/pct:6.25/0/default.jpg#h=641&w=542,map,"Sanborn Fire Insurance Map from Fulton, Fulton County, Kentucky."
8597,https://www.loc.gov/item/sanborn03169_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031691886:03169_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Georgetown, Scott County, Kentucky."
8598,https://www.loc.gov/item/sanborn03169_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031691890:03169_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Georgetown, Scott County, Kentucky."
8599,https://www.loc.gov/item/sanborn03169_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031691895:03169_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Georgetown, Scott County, Kentucky."
8600,https://www.loc.gov/item/sanborn03170_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031701886:03170_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Glasgow, Barren County, Kentucky."
8601,https://www.loc.gov/item/sanborn03170_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031701892:03170_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Glasgow, Barren County, Kentucky."
8602,https://www.loc.gov/item/sanborn03170_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031701897:03170_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Glasgow, Barren County, Kentucky."
8603,https://www.loc.gov/item/sanborn03172_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031721886:03172_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greensburg, Green County, Kentucky."
8604,https://www.loc.gov/item/sanborn03172_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031721895:03172_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greensburg, Green County, Kentucky."
8605,https://www.loc.gov/item/sanborn03173_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031731886:03173_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenup, Greenup County, Kentucky."
8606,https://www.loc.gov/item/sanborn03173_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031731893:03173_1893-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenup, Greenup County, Kentucky."
8607,https://www.loc.gov/item/sanborn03173_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031731898:03173_1898-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenup, Greenup County, Kentucky."
8608,https://www.loc.gov/item/sanborn03174_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031741886:03174_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenville, Mublenberg County, Kentucky."
8609,https://www.loc.gov/item/sanborn03174_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031741893:03174_1893-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenville, Mublenberg County, Kentucky."
8610,https://www.loc.gov/item/sanborn03174_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031741898:03174_1898-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Greenville, Mublenberg County, Kentucky."
8611,https://www.loc.gov/item/sanborn03175_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954gm:g031751899:03175_1899-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Guthrie, Todd County, Kentucky."
8612,https://www.loc.gov/item/sanborn03178_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031781886:03178_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Harrodsburg, Mercer County, Kentucky."
8613,https://www.loc.gov/item/sanborn03178_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031781891:03178_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Harrodsburg, Mercer County, Kentucky."
8614,https://www.loc.gov/item/sanborn03178_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031781896:03178_1896-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Harrodsburg, Mercer County, Kentucky."
8615,https://www.loc.gov/item/sanborn03180_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031801886:03180_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hawesville, Hancock County, Kentucky."
8616,https://www.loc.gov/item/sanborn03182_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031821885:03182_1885-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Henderson, Henderson County, Kentucky."
8617,https://www.loc.gov/item/sanborn03182_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031821892:03182_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Henderson, Henderson County, Kentucky."
8618,https://www.loc.gov/item/sanborn03182_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031821897:03182_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Henderson, Henderson County, Kentucky."
8619,https://www.loc.gov/item/sanborn03183_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031831886:03183_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hickman, Fulton County, Kentucky."
8620,https://www.loc.gov/item/sanborn03183_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031831892:03183_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hickman, Fulton County, Kentucky."
8621,https://www.loc.gov/item/sanborn03183_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031831896:03183_1896-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hickman, Fulton County, Kentucky."
8622,https://www.loc.gov/item/sanborn03184_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031841886:03184_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hodgenville, Larue County, Kentucky."
8623,https://www.loc.gov/item/sanborn03184_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031841895:03184_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hodgenville, Larue County, Kentucky."
8624,https://www.loc.gov/item/sanborn03185_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031851886:03185_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hopkinsville, Christian County, Kentucky."
8625,https://www.loc.gov/item/sanborn03185_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031851892:03185_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hopkinsville, Christian County, Kentucky."
8626,https://www.loc.gov/item/sanborn03185_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954hm:g031851896:03185_1896-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Hopkinsville, Christian County, Kentucky."
8627,https://www.loc.gov/item/sanborn03188_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954jm:g031881897:03188_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Jackson, Breatbitt County, Kentucky."
8628,https://www.loc.gov/item/sanborn03193_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031931886:03193_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from La Grange, Oldbam County, Kentucky."
8629,https://www.loc.gov/item/sanborn03193_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031931895:03193_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from La Grange, Oldbam County, Kentucky."
8630,https://www.loc.gov/item/sanborn03194_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031941886:03194_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lancaster, Garrard County, Kentucky."
8631,https://www.loc.gov/item/sanborn03194_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031941891:03194_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lancaster, Garrard County, Kentucky."
8632,https://www.loc.gov/item/sanborn03194_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031941896:03194_1896-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lancaster, Garrard County, Kentucky."
8633,https://www.loc.gov/item/sanborn03195_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031951886:03195_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lawrenceburg, Anderson County, Kentucky."
8634,https://www.loc.gov/item/sanborn03195_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031951891:03195_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lawrenceburg, Anderson County, Kentucky."
8635,https://www.loc.gov/item/sanborn03195_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031951897:03195_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lawrenceburg, Anderson County, Kentucky."
8636,https://www.loc.gov/item/sanborn03196_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031961886:03196_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lebanon, Marion County, Kentucky."
8637,https://www.loc.gov/item/sanborn03196_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031961890:03196_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lebanon, Marion County, Kentucky."
8638,https://www.loc.gov/item/sanborn03196_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g031961895:03196_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lebanon, Marion County, Kentucky."
8639,https://www.loc.gov/item/sanborn03200_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g032001886:03200_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lexington, Fayette County, Kentucky."
8640,https://www.loc.gov/item/sanborn03200_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g032001890:03200_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lexington, Fayette County, Kentucky."
8641,https://www.loc.gov/item/sanborn03200_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g032001896:03200_1896-0000/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Lexington, Fayette County, Kentucky."
8642,https://www.loc.gov/item/sanborn03202_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g032021895:03202_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from London, Laurel County, Kentucky."
8643,https://www.loc.gov/item/sanborn03204_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g03204189201:03204_01_1892-0000/full/pct:12.5/0/default.jpg#h=974&w=830,map,"Sanborn Fire Insurance Map from Louisville, Jefferson County, Kentucky."
8644,https://www.loc.gov/item/sanborn03204_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g03204189202:03204_02_1892-0000/full/pct:12.5/0/default.jpg#h=989&w=839,map,"Sanborn Fire Insurance Map from Louisville, Jefferson County, Kentucky."
8645,https://www.loc.gov/item/sanborn03204_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954lm:g03204189203:03204_03_1892-0000/full/pct:12.5/0/default.jpg#h=1004&w=845,map,"Sanborn Fire Insurance Map from Louisville, Jefferson County, Kentucky."
8646,https://www.loc.gov/item/sanborn03205_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032051886:03205_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Madisonville, Hopkins County, Kentucky."
8647,https://www.loc.gov/item/sanborn03205_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032051892:03205_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Madisonville, Hopkins County, Kentucky."
8648,https://www.loc.gov/item/sanborn03205_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032051895:03205_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Madisonville, Hopkins County, Kentucky."
8649,https://www.loc.gov/item/sanborn03206_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032061895:03206_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Marion, Crittenden County, Kentucky."
8650,https://www.loc.gov/item/sanborn03207_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032071886:03207_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mayfield, Graves County, Kentucky."
8651,https://www.loc.gov/item/sanborn03207_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032071892:03207_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mayfield, Graves County, Kentucky."
8652,https://www.loc.gov/item/sanborn03207_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032071897:03207_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mayfield, Graves County, Kentucky."
8653,https://www.loc.gov/item/sanborn03208_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032081886:03208_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Maysville, Mason County, Kentucky."
8654,https://www.loc.gov/item/sanborn03208_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032081890:03208_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Maysville, Mason County, Kentucky."
8655,https://www.loc.gov/item/sanborn03208_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032081895:03208_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Maysville, Mason County, Kentucky."
8656,https://www.loc.gov/item/sanborn03209_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032091891:03209_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Middlesboro, Bell County, Kentucky."
8657,https://www.loc.gov/item/sanborn03210_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032101886:03210_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Midway, Woodford County, Kentucky."
8658,https://www.loc.gov/item/sanborn03210_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032101891:03210_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Midway, Woodford County, Kentucky."
8659,https://www.loc.gov/item/sanborn03210_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032101897:03210_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Midway, Woodford County, Kentucky."
8660,https://www.loc.gov/item/sanborn03211_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032111886:03211_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Millersburg, Bourdon County, Kentucky."
8661,https://www.loc.gov/item/sanborn03211_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032111891:03211_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Millersburg, Bourbon County, Kentucky."
8662,https://www.loc.gov/item/sanborn03211_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032111897:03211_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Millersburg, Bourbon County, Kentucky."
8663,https://www.loc.gov/item/sanborn03214_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032141886:03214_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Morganfield, Union County, Kentucky."
8664,https://www.loc.gov/item/sanborn03214_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032141892:03214_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Morganfield, Union County, Kentucky."
8665,https://www.loc.gov/item/sanborn03214_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032141897:03214_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Morganfield, Union County, Kentucky."
8666,https://www.loc.gov/item/sanborn03216_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032161886:03216_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mount Sterling, Montgomery County, Kentucky."
8667,https://www.loc.gov/item/sanborn03216_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032161890:03216_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mount Sterling, Montgomery County, Kentucky."
8668,https://www.loc.gov/item/sanborn03216_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032161895:03216_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Mount Sterling, Montgomery County, Kentucky."
8669,https://www.loc.gov/item/sanborn03217_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954mm:g032171897:03217_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Murray, Calloway County, Kentucky."
8670,https://www.loc.gov/item/sanborn03219_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954nm:g032191886:03219_1886-0001/full/pct:12.5/0/default.jpg#h=974&w=815,map,"Sanborn Fire Insurance Map from Newport, Campbell County, Kentucky."
8671,https://www.loc.gov/item/sanborn03220_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954nm:g032201886:03220_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Nicholasville, Jessamine County, Kentucky."
8672,https://www.loc.gov/item/sanborn03220_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954nm:g032201892:03220_1892-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Nicholasville, Jessamine County, Kentucky."
8673,https://www.loc.gov/item/sanborn03220_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954nm:g032201897:03220_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Nicholasville, Jessamine County, Kentucky."
8674,https://www.loc.gov/item/sanborn03222_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032221885:03222_1885-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owensboro, Daviess County, Kentucky."
8675,https://www.loc.gov/item/sanborn03222_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032221890:03222_1890-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owensboro, Daviess County, Kentucky."
8676,https://www.loc.gov/item/sanborn03222_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032221895:03222_1895-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owensboro, Daviess County, Kentucky."
8677,https://www.loc.gov/item/sanborn03223_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032231885:03223_1885-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owenton, Owen County, Kentucky."
8678,https://www.loc.gov/item/sanborn03223_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032231893:03223_1893-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owenton, Owen County, Kentucky."
8679,https://www.loc.gov/item/sanborn03223_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032231898:03223_1898-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owenton, Owen County, Kentucky."
8680,https://www.loc.gov/item/sanborn03224_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032241886:03224_1886-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owingsville, Bath County, Kentucky."
8681,https://www.loc.gov/item/sanborn03224_002/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032241891:03224_1891-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owingsville, Bath County, Kentucky."
8682,https://www.loc.gov/item/sanborn03224_003/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954om:g032241897:03224_1897-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Owingsville, Bath County, Kentucky."
8683,https://www.loc.gov/item/sanborn03225_001/,//tile.loc.gov/image-services/iiif/service:gmd:gmd395m:g3954m:g3954pm:g032251885:03225_1885-0001/full/pct:12.5/0/default.jpg#h=956&w=806,map,"Sanborn Fire Insurance Map from Paducah, Mccraken County, Kentucky."
